InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
578783,22780,LIGHT GARLAND BUTTERFILES PINK,2,25-11-2011 11:58,4.25,12748.0,United Kingdom
556484,22961,JAM MAKING SET PRINTED,4,12-06-2011 13:17,1.45,16938.0,United Kingdom
554665,21830,ASSORTED CREEPY CRAWLIES,24,25-05-2011 14:44,0.42,14336.0,United Kingdom
541848,79191B,RETRO PLASTIC POLKA TRAY,1,23-01-2011 13:31,0.85,17611.0,United Kingdom
559051,22960,JAM MAKING SET WITH JARS,1,05-07-2011 16:47,8.29,,United Kingdom
541215,21947,SET OF 6 HEART CHOPSTICKS,12,14-01-2011 13:42,1.25,14329.0,United Kingdom
571697,23346,SPACEBOY BEAKER,12,18-10-2011 14:49,1.25,12759.0,Netherlands
546650,21187,WHITE BELL HONEYCOMB PAPER GARLAND ,3,15-03-2011 14:17,3.29,,United Kingdom
549713,22963,JAM JAR WITH GREEN LID,4,11-04-2011 14:11,0.85,17611.0,United Kingdom
574240,22296,HEART IVORY TRELLIS LARGE,6,03-11-2011 12:45,1.65,15998.0,United Kingdom
556244,22109,FULL ENGLISH BREAKFAST PLATE,3,09-06-2011 16:08,3.75,15867.0,United Kingdom
545685,22293,HANGING CHICK GREEN DECORATION,1,06-03-2011 11:55,1.45,14499.0,United Kingdom
557937,23182,TOILET SIGN OCCUPIED OR VACANT,2,23-06-2011 15:30,2.46,,United Kingdom
542608,22028,PENNY FARTHING BIRTHDAY CARD,12,30-01-2011 13:51,0.42,16770.0,United Kingdom
542100,22175,PINK OWL SOFT TOY,2,25-01-2011 13:15,2.95,15339.0,United Kingdom
580673,23529,WALL ART DOLLY GIRL ,6,05-12-2011 14:30,3.75,13089.0,United Kingdom
574240,23321,SMALL WHITE HEART OF WICKER,2,03-11-2011 12:45,1.65,15998.0,United Kingdom
576255,21811,HANGING HEART WITH BELL,23,14-11-2011 14:09,0.39,15993.0,United Kingdom
538657,22112,CHOCOLATE HOT WATER BOTTLE,2,13-12-2010 15:26,4.95,15867.0,United Kingdom
544338,21211,SET OF 72 SKULL PAPER  DOILIES,12,18-02-2011 08:47,1.45,12852.0,United Kingdom
567236,22192,BLUE DINER WALL CLOCK,2,19-09-2011 11:33,8.5,14735.0,United Kingdom
559051,20665,RED RETROSPOT PURSE ,1,05-07-2011 16:47,2.46,,United Kingdom
563193,22494,EMERGENCY FIRST AID TIN ,1,12-08-2011 16:30,2.46,,United Kingdom
577834,23485,BOTANICAL GARDENS WALL CLOCK ,4,22-11-2011 10:21,20.8,17528.0,United Kingdom
541104,90125E,AMBER BERTIE GLASS BEAD BAG CHARM,2,13-01-2011 14:29,1.63,,United Kingdom
543389,85173,SET/6 FROG PRINCE T-LIGHT CANDLES,1,08-02-2011 09:56,2.55,17841.0,United Kingdom
552668,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,1,10-05-2011 15:05,7.46,,United Kingdom
578065,85099F,JUMBO BAG STRAWBERRY,1,22-11-2011 15:41,4.13,,United Kingdom
544106,22767,TRIPLE PHOTO FRAME CORNICE ,1,16-02-2011 10:47,9.95,14530.0,United Kingdom
547888,22978,PANTRY ROLLING PIN,6,28-03-2011 09:59,3.75,13368.0,United Kingdom
579512,22551,PLASTERS IN TIN SPACEBOY,1,29-11-2011 16:47,3.29,,United Kingdom
539760,22970,LONDON BUS COFFEE MUG,6,21-12-2010 17:16,2.55,17400.0,United Kingdom
560906,23161,REGENCY CAKE FORK,12,21-07-2011 17:55,1.25,15827.0,United Kingdom
564838,23086,ZINC  STAR T-LIGHT HOLDER ,2,30-08-2011 12:43,2.46,,United Kingdom
C548947,22180,RETROSPOT LAMP,-1,05-04-2011 10:45,9.95,14546.0,United Kingdom
548165,20713,JUMBO BAG OWLS,5,29-03-2011 13:44,4.13,,United Kingdom
575724,23355,HOT WATER BOTTLE KEEP CALM,4,10-11-2011 18:37,4.95,14608.0,United Kingdom
536943,22746,POPPY'S PLAYHOUSE LIVINGROOM ,1,03-12-2010 12:11,2.1,17884.0,United Kingdom
570273,23493,VINTAGE DOILY TRAVEL SEWING KIT,20,10-10-2011 10:51,1.95,13373.0,United Kingdom
577527,22273,FELTCRAFT DOLL MOLLY,3,20-11-2011 13:40,2.95,17523.0,United Kingdom
580292,22075,6 RIBBONS ELEGANT CHRISTMAS ,1,02-12-2011 13:37,0.39,15856.0,United Kingdom
547875,47590A,BLUE HAPPY BIRTHDAY BUNTING,6,27-03-2011 15:40,5.45,13408.0,United Kingdom
547042,90134,OLD ROSE COMBO BEAD NECKLACE,1,20-03-2011 11:00,2.9,,United Kingdom
576927,21558,SKULL LUNCH BOX WITH CUTLERY ,6,17-11-2011 11:02,2.55,12567.0,France
539451,21390,FILIGRIS HEART WITH BUTTERFLY,2,17-12-2010 16:59,2.51,,United Kingdom
536390,21086,SET/6 RED SPOTTY PAPER CUPS,48,01-12-2010 10:19,0.65,17511.0,United Kingdom
547669,15030,FAN BLACK FRAME ,5,24-03-2011 13:37,0.29,12748.0,United Kingdom
569332,22124,SET OF 2 TEA TOWELS PING MICROWAVE,1,03-10-2011 13:46,2.95,12637.0,France
557153,23172,REGENCY TEA PLATE PINK,3,17-06-2011 11:07,1.65,13735.0,United Kingdom
577516,20992,JAZZ HEARTS PURSE NOTEBOOK,3,20-11-2011 13:08,0.39,16533.0,United Kingdom
561485,84849A,HELLO SAILOR BLUE SOAP HOLDER,4,27-07-2011 13:42,1.69,17841.0,United Kingdom
540169,21258,VICTORIAN SEWING BOX LARGE,2,05-01-2011 12:20,12.75,14527.0,United Kingdom
546306,90028,NEW BAROQUE LARGE NECKLACE BLK/WHIT,2,10-03-2011 16:16,8.32,,United Kingdom
578020,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,6,22-11-2011 13:20,2.1,16979.0,United Kingdom
547498,22384,LUNCH BAG PINK POLKADOT,1,23-03-2011 12:24,1.65,15021.0,United Kingdom
581456,22998,TRAVEL CARD WALLET KEEP CALM,12,08-12-2011 18:42,0.42,17530.0,United Kingdom
581498,21155,RED RETROSPOT PEG BAG,4,09-12-2011 10:26,4.96,,United Kingdom
538368,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,1,12-12-2010 10:57,0.42,15503.0,United Kingdom
561330,22969,HOMEMADE JAM SCENTED CANDLES,12,26-07-2011 14:03,1.45,16019.0,United Kingdom
555841,23158,SET OF 5 LUCKY CAT MAGNETS ,1,07-06-2011 12:47,2.08,14583.0,United Kingdom
537823,85016,SET OF 6 VINTAGE NOTELETS KIT,1,08-12-2010 14:25,2.51,,United Kingdom
552674,21116,OWL DOORSTOP,1,10-05-2011 15:07,8.29,,United Kingdom
571425,23056,FLOWERS CHANDELIER T-LIGHT HOLDER,3,17-10-2011 12:41,6.25,14911.0,EIRE
578067,22968,ROSE COTTAGE KEEPSAKE BOX ,2,22-11-2011 15:43,19.96,,United Kingdom
571328,85049A,TRADITIONAL CHRISTMAS RIBBONS,24,17-10-2011 11:27,1.25,12473.0,Germany
541241,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,32,16-01-2011 11:08,0.42,13782.0,United Kingdom
540468,20972,PINK CREAM FELT CRAFT TRINKET BOX ,1,07-01-2011 13:55,2.51,,United Kingdom
537334,22747,POPPY'S PLAYHOUSE BATHROOM,1,06-12-2010 12:06,2.1,16719.0,United Kingdom
575977,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,12,13-11-2011 13:27,0.83,17287.0,United Kingdom
558237,23298,SPOTTY BUNTING,1,27-06-2011 15:04,4.95,12867.0,United Kingdom
541104,22586,FELTCRAFT HAIRBAND PINK AND BLUE,1,13-01-2011 14:29,1.63,,United Kingdom
541567,85014B,RED RETROSPOT UMBRELLA,3,19-01-2011 11:51,5.95,12681.0,France
581439,22791,T-LIGHT GLASS FLUTED ANTIQUE,9,08-12-2011 16:30,2.46,,United Kingdom
543023,21733,RED HANGING HEART T-LIGHT HOLDER,12,02-02-2011 14:38,2.95,15270.0,United Kingdom
553050,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,10,13-05-2011 10:09,2.08,15498.0,United Kingdom
564725,23313,VINTAGE CHRISTMAS BUNTING,2,28-08-2011 12:28,4.95,18041.0,United Kingdom
540995,22403,MAGNETS PACK OF 4 VINTAGE LABELS ,3,13-01-2011 09:30,0.83,,United Kingdom
550318,85049C,ROMANTIC PINKS RIBBONS ,3,17-04-2011 12:25,1.25,16085.0,United Kingdom
575176,85199S,SMALL HANGING IVORY/RED WOOD BIRD,2,08-11-2011 18:29,0.83,,United Kingdom
545217,22883,NUMBER TILE VINTAGE FONT 4,1,28-02-2011 16:59,4.13,,United Kingdom
551172,47566,PARTY BUNTING,2,26-04-2011 16:53,4.95,17854.0,United Kingdom
562024,84951A,SET OF 4 PISTACHIO LOVEBIRD COASTER,1,01-08-2011 16:07,2.46,,United Kingdom
577286,21944,KITTENS DESIGN FLANNEL,2,18-11-2011 12:39,0.85,14606.0,United Kingdom
549125,90180B,PURPLE AMETHYST NECKLACE W TASSEL,1,06-04-2011 14:13,9.95,14964.0,United Kingdom
560225,23053,RECYCLED ACAPULCO MAT PINK,1,15-07-2011 16:27,16.63,,United Kingdom
546127,21535,RED RETROSPOT SMALL MILK JUG,12,09-03-2011 14:57,2.55,17730.0,United Kingdom
574317,17038,PORCELAIN BUDAH INCENSE HOLDER,100,03-11-2011 18:49,0.1,17078.0,United Kingdom
C548972,22784,LANTERN CREAM GAZEBO ,-3,05-04-2011 11:42,4.95,15674.0,United Kingdom
574883,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,48,07-11-2011 13:56,1.25,14623.0,United Kingdom
573315,22748,POPPY'S PLAYHOUSE KITCHEN,1,28-10-2011 17:27,2.1,17839.0,United Kingdom
572127,22221,CAKE STAND LOVEBIRD 2 TIER PINK,2,21-10-2011 09:20,9.95,14911.0,EIRE
555280,22296,HEART IVORY TRELLIS LARGE,12,02-06-2011 09:02,1.65,17162.0,United Kingdom
550819,82482,WOODEN PICTURE FRAME WHITE FINISH,4,20-04-2011 17:37,2.55,17530.0,United Kingdom
540813,85177,BASKET OF FLOWERS SEWING KIT,6,11-01-2011 12:41,0.85,14669.0,United Kingdom
553870,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,24,19-05-2011 14:29,1.25,17980.0,United Kingdom
566193,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,09-09-2011 13:37,2.95,14961.0,United Kingdom
544681,22998,TRAVEL CARD WALLET KEEP CALM,5,22-02-2011 16:28,0.83,,United Kingdom
554824,47590B,PINK HAPPY BIRTHDAY BUNTING,12,26-05-2011 14:21,5.45,15785.0,United Kingdom
570690,22598,CHRISTMAS MUSICAL ZINC TREE,3,11-10-2011 16:37,0.83,,United Kingdom
556459,20667,CHERRY BLOSSOM PURSE,1,10-06-2011 17:25,2.46,,United Kingdom
541130,21094,SET/6 RED SPOTTY PAPER PLATES,3,14-01-2011 10:15,2.46,,United Kingdom
571270,23427,STOOL HOME SWEET HOME ,1,16-10-2011 12:09,12.5,12940.0,United Kingdom
564342,23168,CLASSIC CAFE SUGAR DISPENSER,1,24-08-2011 14:53,1.25,16340.0,United Kingdom
562850,20725,LUNCH BAG RED RETROSPOT,100,10-08-2011 10:08,1.45,14680.0,United Kingdom
558367,84828,JUNGLE POPSICLES ICE LOLLY MOULDS,12,28-06-2011 15:31,1.25,16550.0,United Kingdom
539395,22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,36,17-12-2010 11:52,0.85,12471.0,Germany
537030,22587,FELTCRAFT HAIRBAND RED AND BLUE,12,03-12-2010 16:44,0.85,16455.0,United Kingdom
C556640,22283,6 EGG HOUSE PAINTED WOOD,-2,13-06-2011 15:44,7.95,13148.0,United Kingdom
539317,22443,GROW YOUR OWN HERBS SET OF 3,1,16-12-2010 19:04,7.95,17392.0,United Kingdom
577405,22468,BABUSHKA LIGHTS STRING OF 10,4,20-11-2011 10:29,6.75,14116.0,United Kingdom
544887,22750,FELTCRAFT PRINCESS LOLA DOLL,4,24-02-2011 11:54,3.75,17364.0,United Kingdom
580729,21810,CHRISTMAS HANGING STAR WITH BELL,14,05-12-2011 17:24,0.83,,United Kingdom
575693,23080,RED METAL BOX TOP SECRET,2,10-11-2011 16:36,8.25,16979.0,United Kingdom
560434,21442,GREEN BIRDHOUSE DECORATION,2,18-07-2011 15:56,1.63,,United Kingdom
556728,23245,SET OF 3 REGENCY CAKE TINS,1,14-06-2011 11:36,4.95,15719.0,United Kingdom
539451,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,9,17-12-2010 16:59,3.36,,United Kingdom
580752,22750,FELTCRAFT PRINCESS LOLA DOLL,4,06-12-2011 09:56,3.75,12478.0,Greece
545445,22301,COFFEE MUG CAT + BIRD DESIGN,6,02-03-2011 16:26,2.55,17738.0,United Kingdom
547655,22956,36 FOIL HEART CAKE CASES,6,24-03-2011 12:52,2.1,14267.0,United Kingdom
557612,20840,FRENCH FLORAL CUSHION COVER ,24,21-06-2011 12:40,0.85,14460.0,United Kingdom
560034,23198,PANTRY MAGNETIC  SHOPPING LIST,12,14-07-2011 13:35,1.45,13933.0,United Kingdom
567579,23394,POSTE FRANCE CUSHION COVER,4,21-09-2011 10:48,3.75,18228.0,United Kingdom
567818,23321,SMALL WHITE HEART OF WICKER,8,22-09-2011 12:41,1.65,14395.0,United Kingdom
551963,85132A,CHARLIE + LOLA BISCUITS TINS,48,05-05-2011 12:52,1.95,13266.0,United Kingdom
540096,21617,4 LILY  BOTANICAL DINNER CANDLES,12,04-01-2011 15:43,1.25,13253.0,United Kingdom
568310,23180,MUM'S KITCHEN CLOCK,4,26-09-2011 12:48,4.95,14911.0,EIRE
544684,22558,CLOTHES PEGS RETROSPOT PACK 24 ,3,22-02-2011 16:32,2.46,,United Kingdom
564746,23032,DRAWER KNOB CRACKLE GLAZE IVORY,6,28-08-2011 15:58,1.65,17633.0,United Kingdom
539737,22207,FRYING PAN UNION FLAG,3,21-12-2010 15:19,8.47,,United Kingdom
561205,21992,VINTAGE PAISLEY STATIONERY SET,12,25-07-2011 15:48,1.25,17693.0,United Kingdom
574532,22736,RIBBON REEL MAKING SNOWMEN ,10,04-11-2011 14:19,1.65,15676.0,United Kingdom
554808,82582,AREA PATROLLED METAL SIGN,3,26-05-2011 13:01,2.1,17059.0,United Kingdom
550477,22692,DOORMAT WELCOME TO OUR HOME,2,18-04-2011 14:01,7.95,17338.0,United Kingdom
557324,22653,BUTTON BOX ,1,20-06-2011 09:41,4.13,,United Kingdom
580695,22144,CHRISTMAS CRAFT LITTLE FRIENDS,1,05-12-2011 16:03,2.1,13230.0,United Kingdom
539439,85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,12,17-12-2010 15:14,1.65,13869.0,United Kingdom
568543,84920,,-21,27-09-2011 14:33,0.0,,United Kingdom
571562,22382,LUNCH BAG SPACEBOY DESIGN ,20,18-10-2011 10:04,1.65,14156.0,EIRE
552560,22084,PAPER CHAIN KIT EMPIRE,6,10-05-2011 11:48,2.95,17581.0,United Kingdom
551997,22367,CHILDRENS APRON SPACEBOY DESIGN,2,05-05-2011 15:47,4.13,,United Kingdom
541987,84378,SET OF 3 HEART COOKIE CUTTERS,2,24-01-2011 16:05,1.25,14130.0,United Kingdom
559052,21905,MORE BUTTER METAL SIGN ,1,05-07-2011 16:53,1.63,,United Kingdom
536590,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,1,01-12-2010 16:52,12.75,13065.0,United Kingdom
537645,22947,WOODEN ADVENT CALENDAR RED,1,07-12-2010 15:34,34.0,,United Kingdom
565766,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,1,06-09-2011 14:23,8.5,17841.0,United Kingdom
566976,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,12,16-09-2011 09:27,4.95,15382.0,United Kingdom
540185,22052,VINTAGE CARAVAN GIFT WRAP,25,05-01-2011 13:40,0.42,14653.0,United Kingdom
544434,22212,FOUR HOOK  WHITE LOVEBIRDS,1,18-02-2011 16:12,4.13,,United Kingdom
574103,85066,CREAM SWEETHEART MINI CHEST,2,03-11-2011 10:30,12.75,13636.0,United Kingdom
569148,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,30-09-2011 15:52,1.25,16613.0,United Kingdom
553199,20686,DOLLY MIXTURE CHILDREN'S UMBRELLA,2,15-05-2011 15:13,3.25,17758.0,United Kingdom
537463,21124,SET/10 BLUE POLKADOT PARTY CANDLES,24,07-12-2010 10:08,1.25,12681.0,France
560366,21829,DINOSAUR KEYRINGS ASSORTED,36,18-07-2011 12:19,0.21,16859.0,United Kingdom
546983,22464,HANGING METAL HEART LANTERN,12,18-03-2011 12:27,1.65,16626.0,United Kingdom
553769,23444,,200,19-05-2011 10:48,0.0,,United Kingdom
565767,84031A,CHARLIE+LOLA RED HOT WATER BOTTLE ,1,06-09-2011 14:28,4.96,,United Kingdom
569415,21936,RED RETROSPOT PICNIC BAG,1,04-10-2011 10:14,5.79,,United Kingdom
538566,84029E,RED WOOLLY HOTTIE WHITE HEART.,2,13-12-2010 11:21,7.62,,United Kingdom
573137,22028,PENNY FARTHING BIRTHDAY CARD,2,27-10-2011 17:15,0.83,,United Kingdom
558637,22315,200 RED + WHITE BENDY STRAWS,1,30-06-2011 20:08,1.25,17891.0,United Kingdom
570466,22798,ANTIQUE GLASS DRESSING TABLE POT,2,10-10-2011 16:03,2.95,16791.0,United Kingdom
573633,84879,ASSORTED COLOUR BIRD ORNAMENT,8,31-10-2011 15:48,3.12,,United Kingdom
537223,22112,CHOCOLATE HOT WATER BOTTLE,6,05-12-2010 16:10,4.95,13579.0,United Kingdom
569523,23512,EMBROIDERED RIBBON REEL ROSIE,1,04-10-2011 14:41,2.08,16033.0,United Kingdom
576381,22699,ROSES REGENCY TEACUP AND SAUCER ,6,15-11-2011 09:26,2.95,12839.0,United Kingdom
548458,22690,DOORMAT HOME SWEET HOME BLUE ,2,31-03-2011 11:53,7.95,15632.0,United Kingdom
574481,21094,SET/6 RED SPOTTY PAPER PLATES,3,04-11-2011 12:45,0.85,18022.0,United Kingdom
574251,23402,HOME SWEET HOME 3 PEG HANGER ,8,03-11-2011 13:22,3.75,18205.0,United Kingdom
547880,21137,BLACK RECORD COVER FRAME,12,27-03-2011 16:05,3.75,15426.0,United Kingdom
537823,21494,ROTATING LEAVES T-LIGHT HOLDER,1,08-12-2010 14:25,5.06,,United Kingdom
551821,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,04-05-2011 12:20,0.85,16942.0,United Kingdom
570242,23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,200,09-10-2011 15:40,3.75,16380.0,United Kingdom
578285,20728,LUNCH BAG CARS BLUE,1,23-11-2011 13:57,1.65,12748.0,United Kingdom
580974,22865,HAND WARMER OWL DESIGN,12,06-12-2011 15:17,2.1,14293.0,United Kingdom
545688,22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,12,06-03-2011 12:42,1.25,16033.0,United Kingdom
580043,23395,BELLE JARDINIERE CUSHION COVER,2,01-12-2011 12:25,3.75,14527.0,United Kingdom
541883,22413,METAL SIGN TAKE IT OR LEAVE IT ,12,24-01-2011 10:56,2.95,13408.0,United Kingdom
C557637,22778,GLASS CLOCHE SMALL,-1,21-06-2011 16:00,3.95,13630.0,United Kingdom
578289,23157,SET OF 6 NATIVITY MAGNETS ,2,23-11-2011 14:07,2.08,17841.0,United Kingdom
556721,21175,GIN + TONIC DIET METAL SIGN,12,14-06-2011 11:23,2.55,15218.0,United Kingdom
571443,22940,FELTCRAFT CHRISTMAS FAIRY,3,17-10-2011 13:43,4.25,17785.0,United Kingdom
576394,21770,OPEN CLOSED METAL SIGN,36,15-11-2011 10:32,4.25,12415.0,Australia
546522,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,14-03-2011 12:41,2.95,13319.0,United Kingdom
572514,20774,,-4,24-10-2011 14:36,0.0,,United Kingdom
542255,21535,RED RETROSPOT SMALL MILK JUG,1,26-01-2011 16:43,4.96,,United Kingdom
544311,22602,RETROSPOT WOODEN HEART DECORATION,1,17-02-2011 14:19,0.85,17841.0,United Kingdom
540247,84879,ASSORTED COLOUR BIRD ORNAMENT,8,05-01-2011 15:56,1.69,15464.0,United Kingdom
574660,22558,CLOTHES PEGS RETROSPOT PACK 24 ,1,06-11-2011 11:55,1.65,15407.0,United Kingdom
544201,84509a,SET OF 4 ENGLISH ROSE PLACEMATS,1,17-02-2011 10:11,7.46,,United Kingdom
564066,23240,SET OF 4 KNICK KNACK TINS DOILY ,6,22-08-2011 15:05,4.15,17703.0,United Kingdom
544434,22549,PICTURE DOMINOES,1,18-02-2011 16:12,3.29,,United Kingdom
554546,22713,CARD I LOVE LONDON ,7,25-05-2011 09:37,0.42,,United Kingdom
538057,22418,10 COLOUR SPACEBOY PEN,24,09-12-2010 13:38,0.85,13102.0,United Kingdom
568705,23284,DOORMAT KEEP CALM AND COME IN,20,28-09-2011 15:31,7.08,14434.0,United Kingdom
558738,21828,EIGHT PIECE SNAKE  SET,12,01-07-2011 15:35,1.25,12922.0,United Kingdom
550541,85198,ASSORTED FARMYARD ANIMALS IN BUCKET,2,19-04-2011 11:33,1.63,,United Kingdom
570473,23122,PARTY CHARMS 50 PIECES,1,10-10-2011 16:41,0.83,,United Kingdom
568675,20724,RED RETROSPOT CHARLOTTE BAG,30,28-09-2011 13:32,0.72,14298.0,United Kingdom
574672,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,2,06-11-2011 12:25,0.55,13532.0,United Kingdom
569202,22650,CERAMIC PIRATE CHEST MONEY BANK,1,30-09-2011 17:22,3.29,,United Kingdom
565932,22082,RIBBON REEL STRIPES DESIGN ,5,08-09-2011 10:35,1.65,16418.0,United Kingdom
565232,22135,MINI LADLE LOVE HEART PINK,1,02-09-2011 09:30,0.83,,United Kingdom
563858,22913,RED COAT RACK PARIS FASHION,3,19-08-2011 16:04,4.95,18170.0,United Kingdom
560996,47566,PARTY BUNTING,2,22-07-2011 13:53,4.95,17625.0,United Kingdom
570841,85099B,JUMBO BAG RED RETROSPOT,20,12-10-2011 14:18,2.08,12553.0,France
541568,22371,AIRLINE BAG VINTAGE TOKYO 78,12,19-01-2011 12:07,3.75,15606.0,United Kingdom
575955,22158,3 HEARTS HANGING DECORATION RUSTIC,1,13-11-2011 12:05,2.95,14044.0,United Kingdom
537254,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,1,06-12-2010 11:01,0.85,15898.0,United Kingdom
561651,21447,12 IVORY ROSE PEG PLACE SETTINGS,7,28-07-2011 15:36,2.46,,United Kingdom
543492,22986,GINGHAM ROSE WRAP,25,09-02-2011 10:41,0.42,12720.0,Germany
574573,22605,WOODEN CROQUET GARDEN SET,1,04-11-2011 16:35,14.95,14592.0,United Kingdom
566249,20972,PINK CREAM FELT CRAFT TRINKET BOX ,6,11-09-2011 12:09,1.25,13527.0,United Kingdom
558066,22385,JUMBO BAG SPACEBOY DESIGN,1,24-06-2011 15:45,4.13,,United Kingdom
543919,20725,LUNCH BAG RED RETROSPOT,10,14-02-2011 14:03,1.65,13157.0,United Kingdom
555488,22189,CREAM HEART CARD HOLDER,1,03-06-2011 13:43,3.95,16942.0,United Kingdom
571442,22558,CLOTHES PEGS RETROSPOT PACK 24 ,3,17-10-2011 13:39,1.65,17049.0,United Kingdom
550352,20829,GLITTER HANGING BUTTERFLY STRING,2,18-04-2011 10:21,2.1,16719.0,United Kingdom
580729,23379,PACK OF 12 RED APPLE TISSUES,1,05-12-2011 17:24,0.83,,United Kingdom
557892,22845,VINTAGE CREAM CAT FOOD CONTAINER,2,23-06-2011 14:11,6.35,14534.0,United Kingdom
544070,47567B,TEA TIME KITCHEN APRON,6,15-02-2011 14:19,5.95,15370.0,United Kingdom
537240,22961,JAM MAKING SET PRINTED,6,06-12-2010 10:08,3.36,,United Kingdom
559810,23313,VINTAGE CHRISTMAS BUNTING,5,12-07-2011 15:15,4.95,16168.0,United Kingdom
C538341,21056,DOCTOR'S BAG SOFT TOY,-1,10-12-2010 14:03,8.95,15514.0,United Kingdom
562715,22595,GINGHAM HEART DECORATION,10,08-08-2011 15:34,1.63,,United Kingdom
555604,22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,12,06-06-2011 11:37,1.25,16612.0,United Kingdom
571283,21872,GLAMOROUS  MUG,2,16-10-2011 13:51,1.25,16533.0,United Kingdom
546105,22859,EASTER TIN BUNNY BOUQUET,1,09-03-2011 12:21,1.65,14662.0,United Kingdom
542114,22926,IVORY GIANT GARDEN THERMOMETER,4,25-01-2011 14:00,5.95,16943.0,United Kingdom
542148,16161U,WRAP SUKI AND FRIENDS,25,26-01-2011 10:10,0.42,14060.0,United Kingdom
576339,21932,SCANDINAVIAN PAISLEY PICNIC BAG,1,14-11-2011 15:27,2.46,14096.0,United Kingdom
546949,85096,HILDA CANDY SPOT RABBIT,1,18-03-2011 11:22,3.75,,United Kingdom
565317,85099B,JUMBO BAG RED RETROSPOT,30,02-09-2011 13:00,2.08,12921.0,United Kingdom
575340,22027,TEA PARTY BIRTHDAY CARD,12,09-11-2011 14:31,0.42,15485.0,United Kingdom
556455,79321,CHILLI LIGHTS,24,10-06-2011 16:46,4.95,15856.0,United Kingdom
544303,20856,DENIM PATCH PURSE PINK BUTTERFLY,1,17-02-2011 13:28,1.65,18116.0,United Kingdom
568910,21790,VINTAGE SNAP CARDS,12,29-09-2011 13:39,0.85,16574.0,United Kingdom
578508,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,1,24-11-2011 13:06,1.25,16892.0,United Kingdom
577051,23431,NATURAL HANGING QUILTED HEARTS ,1,17-11-2011 14:02,0.83,14034.0,United Kingdom
546383,35922,EASTER BUNNY WREATH,5,11-03-2011 12:54,4.95,13654.0,United Kingdom
550208,21930,JUMBO STORAGE BAG SKULLS,1,15-04-2011 10:39,4.96,,United Kingdom
538566,22097,SWALLOW SQUARE TISSUE BOX,1,13-12-2010 11:21,2.51,,United Kingdom
570880,22630,DOLLY GIRL LUNCH BOX,12,13-10-2011 09:16,1.95,14291.0,United Kingdom
581498,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,5,09-12-2011 10:26,5.79,,United Kingdom
547548,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,1,23-03-2011 15:37,2.55,15644.0,United Kingdom
581492,23538,WALL ART VINTAGE HEART,1,09-12-2011 10:03,10.79,,United Kingdom
550630,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,24,19-04-2011 14:49,0.42,14298.0,United Kingdom
581402,22632,HAND WARMER RED RETROSPOT,8,08-12-2011 13:45,2.1,14653.0,United Kingdom
570872,84050,PINK HEART SHAPE EGG FRYING PAN,2,12-10-2011 16:40,4.13,,United Kingdom
569414,22110,BIRD HOUSE HOT WATER BOTTLE,2,04-10-2011 10:11,8.29,,United Kingdom
569848,23108,SET OF 10 LED DOLLY LIGHTS,4,06-10-2011 13:48,6.25,16316.0,United Kingdom
578429,23294,SET OF 6 SNACK LOAF BAKING CASES,8,24-11-2011 12:12,0.83,16271.0,United Kingdom
558777,23089,GLASS BON BON JAR,1,04-07-2011 10:23,3.29,,United Kingdom
574683,22548,HEADS AND TAILS SPORTING FUN,1,06-11-2011 12:50,1.25,16372.0,United Kingdom
571038,48184,DOORMAT ENGLISH ROSE ,1,13-10-2011 12:58,8.25,15511.0,United Kingdom
537626,21171,BATHROOM METAL SIGN ,12,07-12-2010 14:57,1.45,12347.0,Iceland
540239,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,05-01-2011 14:48,2.95,12682.0,France
537240,21913,VINTAGE SEASIDE JIGSAW PUZZLES,1,06-12-2010 10:08,7.62,,United Kingdom
